iShares Russell 2000 ETF
Fund Holdings as of,"Apr 10, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"280,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"GNL","GLOBAL NET LEASE INC","Real Estate","Equity","45,637,143.72","0.06","45,637,143.72","4,724,342.00","9.66","United States","NYSE","USD","1.00","USD","-"
"DAVE","DAVE INC CLASS A","Financials","Equity","45,617,349.35","0.06","45,617,349.35","246,035.00","185.41","United States","NASDAQ","USD","1.00","USD","-"
"EPAC","ENERPAC TOOL GROUP CORP CLASS A","Industrials","Equity","45,531,709.44","0.06","45,531,709.44","1,248,128.00","36.48","United States","NYSE","USD","1.00","USD","-"
"FCF","FIRST COMMONWEALTH FINANCIAL CORP","Financials","Equity","45,461,980.44","0.06","45,461,980.44","2,427,228.00","18.73","United States","NYSE","USD","1.00","USD","-"
"OFG","OFG BANCORP","Financials","Equity","45,333,890.60","0.06","45,333,890.60","1,060,690.00","42.74","United States","NYSE","USD","1.00","USD","-"
"FUN","SIX FLAGS ENTERTAINMENT CORP","Consumer Discretionary","Equity","45,211,198.28","0.06","45,211,198.28","2,267,362.00","19.94","United States","NYSE","USD","1.00","USD","-"
"ADPT","ADAPTIVE BIOTECHNOLOGIES CORP","Health Care","Equity","45,186,430.50","0.06","45,186,430.50","3,532,950.00","12.79","United States","NASDAQ","USD","1.00","USD","-"
"BFH","BREAD FINANCIAL HOLDINGS INC","Financials","Equity","45,171,900.18","0.06","45,171,900.18","571,941.00","78.98","United States","NYSE","USD","1.00","USD","-"
"TENB","TENABLE HOLDINGS INC","Information Technology","Equity","45,095,337.20","0.06","45,095,337.20","2,811,430.00","16.04","United States","NASDAQ","USD","1.00","USD","-"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Consumer Discretionary","Equity","44,778,164.40","0.06","44,778,164.40","658,890.00","67.96","United States","NYSE","USD","1.00","USD","-"
"AMRX","AMNEAL PHARMACEUTICALS INC CLASS A","Health Care","Equity","44,768,928.60","0.06","44,768,928.60","3,570,090.00","12.54","United States","NASDAQ","USD","1.00","USD","-"
"CECO","CECO ENVIRONMENTAL CORP","Industrials","Equity","44,761,853.84","0.06","44,761,853.84","696,791.00","64.24","United States","NASDAQ","USD","1.00","USD","-"
"AUPH","AURINIA PHARMACEUTICALS INC","Health Care","Equity","44,546,002.48","0.06","44,546,002.48","2,826,523.00","15.76","United States","NASDAQ","USD","1.00","USD","-"
"CWK","CUSHMAN AND WAKEFIELD LTD","Real Estate","Equity","44,494,871.28","0.06","44,494,871.28","3,365,724.00","13.22","United States","NYSE","USD","1.00","USD","-"
"SPNT","SIRIUSPOINT LTD","Financials","Equity","44,454,507.51","0.06","44,454,507.51","1,947,197.00","22.83","United States","NYSE","USD","1.00","USD","-"
"STRA","STRATEGIC EDUCATION INC","Consumer Discretionary","Equity","44,413,365.70","0.06","44,413,365.70","547,030.00","81.19","United States","NASDAQ","USD","1.00","USD","-"
"WERN","WERNER ENTERPRISES INC","Industrials","Equity","44,355,722.56","0.06","44,355,722.56","1,370,696.00","32.36","United States","NASDAQ","USD","1.00","USD","-"
"HMN","HORACE MANN EDUCATORS CORP","Financials","Equity","44,356,684.02","0.06","44,356,684.02","1,003,091.00","44.22","United States","NYSE","USD","1.00","USD","-"
"RCUS","ARCUS BIOSCIENCES INC","Health Care","Equity","44,208,558.98","0.06","44,208,558.98","1,978,897.00","22.34","United States","NYSE","USD","1.00","USD","-"
"LTC","LTC PROPERTIES REIT INC","Real Estate","Equity","44,170,524.68","0.06","44,170,524.68","1,105,922.00","39.94","United States","NYSE","USD","1.00","USD","-"
"SYBT","STOCK YARDS BANCORP INC","Financials","Equity","44,157,456.80","0.06","44,157,456.80","620,189.00","71.20","United States","NASDAQ","USD","1.00","USD","-"
"TALO","TALOS ENERGY INC","Energy","Equity","44,072,730.19","0.06","44,072,730.19","3,033,223.00","14.53","United States","NYSE","USD","1.00","USD","-"
"CALY","CALLAWAY GOLF COMPANY","Consumer Discretionary","Equity","44,058,805.80","0.06","44,058,805.80","3,124,738.00","14.10","United States","NYSE","USD","1.00","USD","-"
"AGIO","AGIOS PHARMACEUTICALS INC","Health Care","Equity","43,891,281.32","0.06","43,891,281.32","1,333,271.00","32.92","United States","NASDAQ","USD","1.00","USD","-"
"IOSP","INNOSPEC INC","Materials","Equity","43,839,900.78","0.06","43,839,900.78","579,433.00","75.66","United States","NASDAQ","USD","1.00","USD","-"
"GTY","GETTY REALTY REIT CORP","Real Estate","Equity","43,646,217.20","0.06","43,646,217.20","1,289,020.00","33.86","United States","NYSE","USD","1.00","USD","-"
"EVTC","EVERTEC INC","Financials","Equity","43,402,424.79","0.06","43,402,424.79","1,557,317.00","27.87","United States","NYSE","USD","1.00","USD","-"
"MD","PEDIATRIX MEDICAL GROUP INC","Health Care","Equity","43,342,685.10","0.06","43,342,685.10","2,020,638.00","21.45","United States","NYSE","USD","1.00","USD","-"
"PTON","PELOTON INTERACTIVE CLASS A INC","Consumer Discretionary","Equity","43,290,462.60","0.06","43,290,462.60","9,370,230.00","4.62","United States","NASDAQ","USD","1.00","USD","-"
"ALG","ALAMO GROUP INC","Industrials","Equity","43,201,667.81","0.06","43,201,667.81","244,229.00","176.89","United States","NYSE","USD","1.00","USD","-"
"UNIT","UNITI GROUP INC","Communication","Equity","42,964,686.88","0.06","42,964,686.88","3,963,532.00","10.84","United States","NASDAQ","USD","1.00","USD","-"
"IRON","DISC MEDICINE INC","Health Care","Equity","42,906,586.16","0.06","42,906,586.16","646,963.00","66.32","United States","NASDAQ","USD","1.00","USD","-"
"SPB","SPECTRUM BRANDS HOLDINGS INC","Consumer Staples","Equity","42,728,470.72","0.06","42,728,470.72","540,593.00","79.04","United States","NYSE","USD","1.00","USD","-"
"ELVN","ENLIVEN THERAPEUTICS INC","Health Care","Equity","42,314,196.32","0.06","42,314,196.32","933,676.00","45.32","United States","NASDAQ","USD","1.00","USD","-"
"XMTR","XOMETRY INC CLASS A","Industrials","Equity","42,101,239.32","0.06","42,101,239.32","1,041,852.00","40.41","United States","NASDAQ","USD","1.00","USD","-"
"SKWD","SKYWARD SPECIALTY INSURANCE GROUP","Financials","Equity","42,044,887.08","0.06","42,044,887.08","922,644.00","45.57","United States","NASDAQ","USD","1.00","USD","-"
"TNK","TEEKAY TANKERS LTD CLASS A","Energy","Equity","42,046,112.08","0.06","42,046,112.08","568,498.00","73.96","Bermuda","NYSE","USD","1.00","USD","-"
"SHO","SUNSTONE HOTEL INVESTORS REIT INC","Real Estate","Equity","41,930,019.90","0.06","41,930,019.90","4,390,578.00","9.55","United States","NYSE","USD","1.00","USD","-"
"CNS","COHEN & STEERS INC","Financials","Equity","41,779,076.80","0.06","41,779,076.80","661,480.00","63.16","United States","NYSE","USD","1.00","USD","-"
"SEM","SELECT MEDICAL HOLDINGS CORP","Health Care","Equity","41,713,379.20","0.06","41,713,379.20","2,548,160.00","16.37","United States","NYSE","USD","1.00","USD","-"
"INVA","INNOVIVA INC","Health Care","Equity","41,607,870.48","0.06","41,607,870.48","1,751,173.00","23.76","United States","NASDAQ","USD","1.00","USD","-"
"VVX","V2X INC","Industrials","Equity","41,597,599.68","0.06","41,597,599.68","625,716.00","66.48","United States","NYSE","USD","1.00","USD","-"
"KWR","QUAKER HOUGHTON CORP","Materials","Equity","41,280,681.90","0.06","41,280,681.90","324,789.00","127.10","United States","NYSE","USD","1.00","USD","-"
"THR","THERMON GROUP HOLDINGS INC","Industrials","Equity","41,232,653.85","0.06","41,232,653.85","768,549.00","53.65","United States","NYSE","USD","1.00","USD","-"
"WOR","WORTHINGTON ENTERPRISES INC","Industrials","Equity","41,075,534.40","0.06","41,075,534.40","744,122.00","55.20","United States","NYSE","USD","1.00","USD","-"
"STEL","STELLAR BANCORP INC","Financials","Equity","41,030,840.86","0.06","41,030,840.86","1,096,202.00","37.43","United States","NYSE","USD","1.00","USD","-"
"AMSC","AMERICAN SUPERCONDUCTOR CORP","Industrials","Equity","41,022,672.66","0.06","41,022,672.66","1,087,846.00","37.71","United States","NASDAQ","USD","1.00","USD","-"
"EOSE","EOS ENERGY ENTERPRISES INC CLASS A","Industrials","Equity","40,956,671.68","0.06","40,956,671.68","7,287,664.00","5.62","United States","NASDAQ","USD","1.00","USD","-"
"SMA","SMARTSTOP SELF STORAGE REIT INC","Real Estate","Equity","40,939,676.70","0.06","40,939,676.70","1,280,165.00","31.98","United States","NYSE","USD","1.00","USD","-"
"BKE","BUCKLE INC","Consumer Discretionary","Equity","40,917,051.99","0.06","40,917,051.99","746,253.00","54.83","United States","NYSE","USD","1.00","USD","-"
"ATEN","A10 NETWORKS INC","Information Technology","Equity","40,707,216.00","0.06","40,707,216.00","1,696,134.00","24.00","United States","NYSE","USD","1.00","USD","-"
"ZD","ZIFF DAVIS INC","Communication","Equity","40,536,659.36","0.06","40,536,659.36","927,188.00","43.72","United States","NASDAQ","USD","1.00","USD","-"
"CHCO","CITY HOLDING","Financials","Equity","40,487,154.24","0.06","40,487,154.24","319,098.00","126.88","United States","NASDAQ","USD","1.00","USD","-"
"COHU","COHU INC","Information Technology","Equity","40,470,734.96","0.06","40,470,734.96","1,083,844.00","37.34","United States","NASDAQ","USD","1.00","USD","-"
"MGNI","MAGNITE INC","Communication","Equity","40,348,472.28","0.06","40,348,472.28","3,367,986.00","11.98","United States","NASDAQ","USD","1.00","USD","-"
"LC","LENDINGCLUB CORP","Financials","Equity","40,335,703.17","0.06","40,335,703.17","2,730,921.00","14.77","United States","NYSE","USD","1.00","USD","-"
"NNI","NELNET INC CLASS A","Financials","Equity","40,322,785.74","0.06","40,322,785.74","304,806.00","132.29","United States","NYSE","USD","1.00","USD","-"
"NTST","NETSTREIT CORP","Real Estate","Equity","40,295,539.46","0.06","40,295,539.46","1,988,921.00","20.26","United States","NYSE","USD","1.00","USD","-"
"IPAR","INTERPARFUMS INC","Consumer Staples","Equity","40,245,006.00","0.05","40,245,006.00","432,742.00","93.00","United States","NASDAQ","USD","1.00","USD","-"
"VCEL","VERICEL CORP","Health Care","Equity","40,139,328.60","0.05","40,139,328.60","1,191,078.00","33.70","United States","NASDAQ","USD","1.00","USD","-"
"HLMN","HILLMAN SOLUTIONS CORP","Industrials","Equity","40,108,513.44","0.05","40,108,513.44","4,685,574.00","8.56","United States","NASDAQ","USD","1.00","USD","-"
"MXL","MAXLINEAR INC","Information Technology","Equity","40,071,171.29","0.05","40,071,171.29","1,936,741.00","20.69","United States","NASDAQ","USD","1.00","USD","-"
"STBA","S AND T BANCORP INC","Financials","Equity","40,060,258.29","0.05","40,060,258.29","914,409.00","43.81","United States","NASDAQ","USD","1.00","USD","-"
"GEF","GREIF INC CLASS A","Materials","Equity","39,906,616.75","0.05","39,906,616.75","569,525.00","70.07","United States","NYSE","USD","1.00","USD","-"
"DAWN","DAY ONE BIOPHARMACEUTICALS INC","Health Care","Equity","39,697,536.19","0.05","39,697,536.19","1,848,977.00","21.47","United States","NASDAQ","USD","1.00","USD","-"
"AAMI","ACADIAN ASSET MANAGEMENT INC","Financials","Equity","39,687,530.85","0.05","39,687,530.85","640,845.00","61.93","United States","NYSE","USD","1.00","USD","-"
"BORR","BORR DRILLING LTD","Energy","Equity","39,669,765.10","0.05","39,669,765.10","6,723,689.00","5.90","Norway","NYSE","USD","1.00","USD","-"
"STOK","STOKE THERAPEUTICS INC","Health Care","Equity","39,661,963.95","0.05","39,661,963.95","1,155,315.00","34.33","United States","NASDAQ","USD","1.00","USD","-"
"UTI","UNIVERSAL TECHNICAL INSTITUTE INC","Consumer Discretionary","Equity","39,506,217.42","0.05","39,506,217.42","1,110,349.00","35.58","United States","NYSE","USD","1.00","USD","-"
"BRZE","BRAZE INC CLASS A","Information Technology","Equity","39,455,399.48","0.05","39,455,399.48","2,079,884.00","18.97","United States","NASDAQ","USD","1.00","USD","-"
"HTH","HILLTOP HOLDINGS INC","Financials","Equity","39,450,272.40","0.05","39,450,272.40","1,047,816.00","37.65","United States","NYSE","USD","1.00","USD","-"
"ADUS","ADDUS HOMECARE CORP","Health Care","Equity","39,345,361.53","0.05","39,345,361.53","426,693.00","92.21","United States","NASDAQ","USD","1.00","USD","-"
"ECPG","ENCORE CAPITAL GROUP INC","Financials","Equity","39,250,830.23","0.05","39,250,830.23","520,361.00","75.43","United States","NASDAQ","USD","1.00","USD","-"
"IMAX","IMAX CORP","Communication","Equity","39,145,782.72","0.05","39,145,782.72","1,034,508.00","37.84","United States","NYSE","USD","1.00","USD","-"
"OCUL","OCULAR THERAPEUTIX INC","Health Care","Equity","39,074,485.86","0.05","39,074,485.86","4,445,334.00","8.79","United States","NASDAQ","USD","1.00","USD","-"
"OI","O I GLASS INC","Materials","Equity","39,034,794.44","0.05","39,034,794.44","3,627,769.00","10.76","United States","NYSE","USD","1.00","USD","-"
"AIN","ALBANY INTERNATIONAL CORP CLASS A","Industrials","Equity","38,827,474.40","0.05","38,827,474.40","678,802.00","57.20","United States","NYSE","USD","1.00","USD","-"
"NBHC","NATIONAL BANK HOLDINGS CORP CLASS","Financials","Equity","38,732,966.92","0.05","38,732,966.92","927,958.00","41.74","United States","NYSE","USD","1.00","USD","-"
"AORT","ARTIVION INC","Health Care","Equity","38,711,599.09","0.05","38,711,599.09","1,028,743.00","37.63","United States","NYSE","USD","1.00","USD","-"
"SGHC","SUPER GROUP LTD","Consumer Discretionary","Equity","38,557,627.02","0.05","38,557,627.02","3,769,074.00","10.23","United States","NYSE","USD","1.00","USD","-"
"SOC","SABLE OFFSHORE CORP CLASS A","Energy","Equity","38,520,658.98","0.05","38,520,658.98","2,931,557.00","13.14","United States","NYSE","USD","1.00","USD","-"
"KOD","KODIAK SCIENCES INC","Health Care","Equity","38,399,585.85","0.05","38,399,585.85","890,735.00","43.11","United States","NASDAQ","USD","1.00","USD","-"
"NRIX","NURIX THERAPEUTICS INC","Health Care","Equity","38,381,799.19","0.05","38,381,799.19","2,394,373.00","16.03","United States","NASDAQ","USD","1.00","USD","-"
"HCI","HCI GROUP INC","Financials","Equity","38,312,952.36","0.05","38,312,952.36","256,686.00","149.26","United States","NYSE","USD","1.00","USD","-"
"RAMP","LIVERAMP HOLDINGS INC","Information Technology","Equity","38,275,727.00","0.05","38,275,727.00","1,486,436.00","25.75","United States","NYSE","USD","1.00","USD","-"
"AGYS","AGILYSYS INC","Information Technology","Equity","38,036,150.28","0.05","38,036,150.28","611,612.00","62.19","United States","NASDAQ","USD","1.00","USD","-"
"ADNT","ADIENT PLC","Consumer Discretionary","Equity","38,020,161.36","0.05","38,020,161.36","1,861,908.00","20.42","United States","NYSE","USD","1.00","USD","-"
"GRAL","GRAIL INC","Health Care","Equity","37,919,579.49","0.05","37,919,579.49","831,023.00","45.63","United States","NASDAQ","USD","1.00","USD","-"
"ECVT","ECOVYST INC","Materials","Equity","37,682,251.95","0.05","37,682,251.95","2,705,115.00","13.93","United States","NYSE","USD","1.00","USD","-"
"GBX","GREENBRIER INC","Industrials","Equity","37,666,902.00","0.05","37,666,902.00","722,280.00","52.15","United States","NYSE","USD","1.00","USD","-"
"CENTA","CENTRAL GARDEN AND PET CLASS A","Consumer Staples","Equity","37,623,062.10","0.05","37,623,062.10","1,134,934.00","33.15","United States","NASDAQ","USD","1.00","USD","-"
"TILE","INTERFACE INC","Industrials","Equity","37,350,739.86","0.05","37,350,739.86","1,373,694.00","27.19","United States","NASDAQ","USD","1.00","USD","-"
"DHC","DIVERSIFIED HEALTHCARE TRUST","Real Estate","Equity","37,319,539.41","0.05","37,319,539.41","5,234,157.00","7.13","United States","NASDAQ","USD","1.00","USD","-"
"CTS","CTS CORP","Information Technology","Equity","37,321,566.10","0.05","37,321,566.10","679,315.00","54.94","United States","NYSE","USD","1.00","USD","-"
"FRSH","FRESHWORKS INC CLASS A","Information Technology","Equity","37,312,756.85","0.05","37,312,756.85","4,942,087.00","7.55","United States","NASDAQ","USD","1.00","USD","-"
"ALMS","ALUMIS INC","Health Care","Equity","37,231,650.80","0.05","37,231,650.80","1,615,256.00","23.05","United States","NASDAQ","USD","1.00","USD","-"
"PEB","PEBBLEBROOK HOTEL TRUST REIT","Real Estate","Equity","37,164,635.22","0.05","37,164,635.22","2,728,681.00","13.62","United States","NYSE","USD","1.00","USD","-"
"GABC","GERMAN AMERICAN BANCORP INC","Financials","Equity","37,075,871.85","0.05","37,075,871.85","841,677.00","44.05","United States","NASDAQ","USD","1.00","USD","-"
"BLX","BANCO LATINOAMERICANO DE COMERCIO","Financials","Equity","37,015,191.72","0.05","37,015,191.72","680,927.00","54.36","Panama","NYSE","USD","1.00","USD","-"
"HLF","HERBALIFE LTD","Consumer Staples","Equity","36,918,616.56","0.05","36,918,616.56","2,424,072.00","15.23","United States","NYSE","USD","1.00","USD","-"
"TCBK","TRICO BANCSHARES","Financials","Equity","36,784,670.34","0.05","36,784,670.34","731,742.00","50.27","United States","NASDAQ","USD","1.00","USD","-"
"SONO","SONOS INC","Consumer Discretionary","Equity","36,693,660.46","0.05","36,693,660.46","2,829,118.00","12.97","United States","NASDAQ","USD","1.00","USD","-"
"WLY","JOHN WILEY AND SONS INC CLASS A","Communication","Equity","36,620,202.95","0.05","36,620,202.95","952,411.00","38.45","United States","NYSE","USD","1.00","USD","-"
"XHR","XENIA HOTELS RESORTS REIT INC","Real Estate","Equity","36,624,419.52","0.05","36,624,419.52","2,309,232.00","15.86","United States","NYSE","USD","1.00","USD","-"
"NESR","NATIONAL ENERGY SERVICES REUNITED","Energy","Equity","36,452,516.00","0.05","36,452,516.00","1,584,892.00","23.00","United States","NASDAQ","USD","1.00","USD","-"
"WD","WALKER & DUNLOP INC","Financials","Equity","36,458,019.36","0.05","36,458,019.36","779,184.00","46.79","United States","NYSE","USD","1.00","USD","-"
"AXGN","AXOGEN INC","Health Care","Equity","36,401,768.84","0.05","36,401,768.84","1,138,979.00","31.96","United States","NASDAQ","USD","1.00","USD","-"
"OMCL","OMNICELL INC","Health Care","Equity","36,343,084.00","0.05","36,343,084.00","1,056,485.00","34.40","United States","NASDAQ","USD","1.00","USD","-"
"ARI","APOLLO COMMERCIAL REAL ESTATE FINA","Financials","Equity","36,278,101.50","0.05","36,278,101.50","3,340,525.00","10.86","United States","NYSE","USD","1.00","USD","-"
"CRVL","CORVEL CORP","Health Care","Equity","36,267,660.06","0.05","36,267,660.06","687,278.00","52.77","United States","NASDAQ","USD","1.00","USD","-"
"TPB","TURNING POINT BRANDS INC","Consumer Staples","Equity","36,095,580.32","0.05","36,095,580.32","431,972.00","83.56","United States","NYSE","USD","1.00","USD","-"
"CCS","CENTURY COMMUNITIES INC","Consumer Discretionary","Equity","36,078,681.24","0.05","36,078,681.24","604,941.00","59.64","United States","NYSE","USD","1.00","USD","-"
